,Image,Collection,Production,Date,Occasion,Leaflet Language,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Title Language,Season,Directors
3723,Scan 2024-04-29 1403-165.jpeg,1961-1962,Charlotte Corday,1961-11-04,,ned,False,227794,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,Unk,1961-1962,Renaat Verbruggen
3724,Scan 2024-04-29 1403-165.jpeg,1961-1962,Charlotte Corday,1961-11-05,,ned,False,846880,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,Unk,1961-1962,Renaat Verbruggen
3725,Scan 2024-04-29 1403-165.jpeg,1961-1962,Charlotte Corday,1961-11-09,,ned,False,716157,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,Unk,1961-1962,Renaat Verbruggen
3726,Scan 2024-04-29 1403-165.jpeg,1961-1962,Charlotte Corday,1961-11-12,,ned,False,921152,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,Unk,1961-1962,Renaat Verbruggen
3727,Scan 2024-04-29 1403-176.jpeg,1961-1962,Jonker Lichthart,1961-11-11,,ned,True,732915,Jonker Lichthart,NL,Jef Van Hoof,1928,Jonker Lichthart,opera,NL,1961-1962,Renaat Verbruggen
3728,Scan 2024-04-29 1403-176.jpeg,1961-1962,De grote Verzoeking van Sint Antonius,1961-11-11,,ned,True,732915,La Grande Tentation de Saint-Antoine,NL,Louis De Meester,1957,De grote verzoeking van Sint-Antonius,opera,FR,1961-1962,Renaat Verbruggen
3729,Scan 2024-04-29 1403-176.jpeg,1961-1962,Jonker Lichthart,1961-11-12,,ned,True,941860,Jonker Lichthart,NL,Jef Van Hoof,1928,Jonker Lichthart,opera,NL,1961-1962,Renaat Verbruggen
3730,Scan 2024-04-29 1403-176.jpeg,1961-1962,De grote Verzoeking van Sint Antonius,1961-11-12,,ned,True,941860,La Grande Tentation de Saint-Antoine,NL,Louis De Meester,1957,De grote verzoeking van Sint-Antonius,opera,FR,1961-1962,Renaat Verbruggen
3731,Scan 2024-04-29 1403-176.jpeg,1961-1962,Jonker Lichthart,1961-11-16,,ned,True,773349,Jonker Lichthart,NL,Jef Van Hoof,1928,Jonker Lichthart,opera,NL,1961-1962,Renaat Verbruggen
3732,Scan 2024-04-29 1403-176.jpeg,1961-1962,De grote Verzoeking van Sint Antonius,1961-11-16,,ned,True,773349,La Grande Tentation de Saint-Antoine,NL,Louis De Meester,1957,De grote verzoeking van Sint-Antonius,opera,FR,1961-1962,Renaat Verbruggen
3733,Scan 2024-04-29 1403-176.jpeg,1961-1962,Jonker Lichthart,1961-11-19,,ned,True,364471,Jonker Lichthart,NL,Jef Van Hoof,1928,Jonker Lichthart,opera,NL,1961-1962,Renaat Verbruggen
3734,Scan 2024-04-29 1403-176.jpeg,1961-1962,De grote Verzoeking van Sint Antonius,1961-11-19,,ned,True,364471,La Grande Tentation de Saint-Antoine,NL,Louis De Meester,1957,De grote verzoeking van Sint-Antonius,opera,FR,1961-1962,Renaat Verbruggen
